kl,recons
2.4715170860290527,26350.30078125
0.9358631372451782,27016.572265625
0.8181998133659363,27622.775390625
0.875517725944519,27403.69921875
1.095691204071045,27912.84375
1.2360312938690186,26014.375
1.919213891029358,26976.57421875
3.1140201091766357,27296.01953125
4.529139518737793,25303.91015625
8.148092269897461,27275.0
12.666216850280762,26950.94140625
19.534257888793945,27744.53515625
24.42262840270996,24092.57421875
36.340843200683594,23530.537109375
56.27638626098633,23512.240234375
107.99137115478516,26231.400390625
121.49693298339844,22920.5625
173.7145538330078,21262.1484375
202.06991577148438,19859.212890625
239.68106079101562,18931.5625
226.73184204101562,18355.361328125
245.8563690185547,15220.7734375
262.30047607421875,13930.857421875
325.23797607421875,11531.3828125
431.194091796875,10441.3759765625
326.21197509765625,8684.564453125
303.3600769042969,8241.7216796875
274.70074462890625,7705.34130859375
246.5032501220703,7793.14990234375
195.68603515625,7101.0615234375
159.47402954101562,6519.28125
111.18330383300781,5806.80712890625
90.62802124023438,6003.33935546875
81.17875671386719,6015.68603515625
75.6968994140625,5739.4697265625
78.59552764892578,5215.9873046875
76.86222076416016,5044.787109375
72.59392547607422,4804.9775390625
73.42497253417969,4751.23486328125
62.67829513549805,4696.1025390625
55.58559036254883,4868.97119140625
42.40033721923828,4794.14013671875
37.136024475097656,5032.8046875
34.269100189208984,4682.5595703125
36.521141052246094,4390.3916015625
39.79887008666992,4719.34521484375
40.77396774291992,4721.8994140625
39.81700134277344,4233.7275390625
35.73661422729492,4383.3427734375
33.215232849121094,4139.4052734375
29.41312026977539,4255.24658203125
29.36930274963379,4422.94775390625
29.0676212310791,3867.89306640625
35.06117630004883,4360.47509765625
32.44407653808594,4506.87890625
33.182159423828125,4063.822998046875
32.63755416870117,4617.3896484375
26.731225967407227,4367.50146484375
24.588275909423828,4136.83837890625
25.337268829345703,4189.86572265625
25.610610961914062,3929.642578125
25.888586044311523,3961.0
28.4559268951416,4140.34912109375
27.623035430908203,4323.68505859375
25.911319732666016,4040.578857421875
28.415332794189453,4064.30859375
28.88690185546875,4050.35498046875
26.886932373046875,4099.9091796875
