kl,recons
0.8453208208084106,24153.138671875
0.7432721853256226,23996.54296875
0.7246518135070801,23959.359375
0.6384250521659851,23630.0234375
0.6664630174636841,23481.95703125
0.6212904453277588,23639.083984375
0.5984696745872498,23154.201171875
0.5614755153656006,22770.546875
0.5214293003082275,22888.44921875
0.5350643396377563,22578.083984375
0.5293888449668884,22386.861328125
0.5145396590232849,22273.94140625
0.48581722378730774,21934.11328125
0.4637187421321869,21832.49609375
0.471746027469635,21483.001953125
0.4641066789627075,21348.599609375
0.4592644274234772,21204.6796875
0.4720847010612488,20810.951171875
0.452058345079422,20723.41796875
0.4535672962665558,20358.173828125
0.42904216051101685,20136.435546875
0.46597227454185486,19862.908203125
0.46842989325523376,19802.154296875
0.4361274838447571,19559.837890625
0.4401228129863739,19283.3671875
0.4289528429508209,19058.513671875
0.4686127305030823,18807.689453125
0.4634604752063751,18491.21484375
0.4544998109340668,18378.0390625
0.4352538585662842,18084.53515625
0.4280984699726105,17970.4609375
0.4678913652896881,17631.943359375
0.4767630398273468,17427.314453125
0.49364355206489563,17283.21484375
0.44402557611465454,16986.095703125
0.4239692687988281,16713.27734375
0.4744579792022705,16718.380859375
0.42554575204849243,16492.64453125
0.49349796772003174,16194.9853515625
0.47108620405197144,15817.0185546875
0.4651869833469391,15784.728515625
0.5029553174972534,15650.6416015625
0.42793917655944824,15150.0947265625
0.47245702147483826,15087.3994140625
0.45730966329574585,14900.0810546875
0.4167260229587555,14821.5849609375
0.44203466176986694,14551.68359375
0.4840012192726135,14251.85546875
0.4959295392036438,14225.3017578125
0.45664888620376587,13898.1328125
0.4732021391391754,13712.7490234375
0.42454952001571655,13675.6591796875
0.44843629002571106,13357.541015625
0.5006222128868103,13275.8212890625
0.49458080530166626,13114.0478515625
0.4354136288166046,12905.2080078125
0.47480911016464233,12803.8525390625
0.4602619409561157,12587.0078125
0.4776715040206909,12318.7890625
0.45905590057373047,12162.0908203125
0.4395592212677002,12076.2568359375
0.44732367992401123,11888.6884765625
0.4157998859882355,11646.20703125
0.4611975848674774,11538.65625
0.4299629032611847,11363.2109375
0.47397688031196594,11269.6318359375
0.46541279554367065,11037.626953125
0.5278729796409607,10898.2119140625
0.4400298595428467,10650.345703125
0.45761796832084656,10533.6123046875
0.4483419358730316,10460.2353515625
0.4537486732006073,10403.8330078125
0.5216785669326782,10256.55859375
0.45566800236701965,10073.076171875
0.4892979562282562,9890.9208984375
0.50992351770401,9803.6142578125
0.499958336353302,9543.0615234375
0.48828133940696716,9374.18359375
0.5478522777557373,9285.134765625
0.47181937098503113,9067.5947265625
0.4885908365249634,9059.587890625
0.4730871319770813,8949.4287109375
0.45289361476898193,8812.20703125
0.47501251101493835,8782.431640625
0.5464873313903809,8470.28125
0.5341992974281311,8420.671875
0.5812290906906128,8252.4736328125
0.5168208479881287,8158.044921875
0.5375499129295349,7920.63330078125
0.5176319479942322,7842.9580078125
0.5805803537368774,7837.38232421875
0.4434511363506317,7618.93115234375
0.5605120658874512,7638.9775390625
0.5065802931785583,7477.01171875
0.512026309967041,7265.708984375
0.4786529839038849,7126.4638671875
0.5094713568687439,7090.71044921875
0.5446798205375671,6984.02490234375
0.5070287585258484,6935.78857421875
0.4839309751987457,6739.32666015625
0.4285106062889099,6732.11474609375
0.5288634896278381,6606.54541015625
0.487708181142807,6460.03955078125
0.5164262652397156,6566.51708984375
0.5166643857955933,6254.9951171875
0.5236645340919495,6089.47021484375
0.5161624550819397,6061.26953125
0.42900601029396057,6057.18798828125
0.5217756628990173,5860.123046875
0.5100149512290955,5776.0712890625
0.4858705401420593,5704.068359375
0.4687436521053314,5559.8681640625
0.4436906576156616,5590.38623046875
0.49678799510002136,5453.7958984375
0.5237592458724976,5408.37158203125
0.5098173022270203,5293.51171875
0.45699048042297363,5229.39111328125
0.5008147954940796,5127.35302734375
0.5642001628875732,5061.201171875
0.47332483530044556,4929.65283203125
0.4908721446990967,4959.533203125
0.5001289248466492,4745.7216796875
0.5327222943305969,4773.67041015625
0.49456387758255005,4738.7763671875
0.46613043546676636,4590.69873046875
0.4787241220474243,4492.85986328125
0.5542131066322327,4334.28271484375
0.5296635031700134,4455.3505859375
0.5649107098579407,4348.6845703125
0.5436362624168396,4119.04541015625
0.5730722546577454,4154.85205078125
0.5053324103355408,4023.40478515625
0.5748068690299988,4065.96435546875
0.617174506187439,3986.741455078125
0.5614146590232849,4055.4033203125
0.5977936387062073,3764.61376953125
0.5017807483673096,3799.513427734375
0.5575149059295654,3687.8671875
0.5067592263221741,3621.9794921875
0.5445898771286011,3568.251953125
0.5719085931777954,3552.518310546875
0.6137242913246155,3490.200927734375
0.5626305937767029,3460.2431640625
0.5334632396697998,3437.891357421875
0.5707454085350037,3330.382080078125
0.5446525812149048,3262.546630859375
0.5454803705215454,3315.227294921875
0.491050124168396,2983.1171875
0.47865030169487,3123.18701171875
0.5009331107139587,3124.986572265625
0.4675220251083374,2967.124267578125
0.5001673102378845,2989.52099609375
0.5246595740318298,2988.125244140625
0.5544819831848145,2901.119873046875
0.47337573766708374,2815.699462890625
0.5359926223754883,2748.965087890625
0.4205576777458191,2802.412353515625
0.45694419741630554,2699.877197265625
0.46706798672676086,2614.7509765625
0.49517861008644104,2671.079833984375
0.4876389801502228,2572.95947265625
0.47729650139808655,2606.004150390625
0.4928925931453705,2474.252685546875
0.46545466780662537,2507.64306640625
0.4343067407608032,2410.87841796875
0.45882636308670044,2451.27978515625
0.43917468190193176,2423.798828125
0.4221859276294708,2239.080810546875
0.4292258620262146,2320.949462890625
0.46525341272354126,2321.82177734375
0.443610280752182,2267.744873046875
0.4009776711463928,2195.603759765625
0.43345746397972107,2242.06005859375
0.395511656999588,2068.7646484375
0.4623962342739105,2108.2919921875
0.44482117891311646,2022.66455078125
0.4870706796646118,2018.7984619140625
0.4844149947166443,2034.0255126953125
0.5047656893730164,2007.7017822265625
0.44365981221199036,1980.7589111328125
0.4877510666847229,1977.33056640625
0.4165419936180115,1840.2991943359375
0.43023988604545593,1888.919189453125
0.4810585379600525,1809.2303466796875
0.4681800901889801,1774.4593505859375
0.4902499318122864,1813.53955078125
0.4240254759788513,1797.5950927734375
0.3908073306083679,1847.8477783203125
0.4378652572631836,1749.159912109375
0.46079570055007935,1723.902099609375
0.44974029064178467,1648.0677490234375
0.4473782777786255,1593.9100341796875
0.47317200899124146,1602.8511962890625
0.4721832275390625,1599.8729248046875
0.4781131148338318,1639.00244140625
0.39987537264823914,1480.4268798828125
